CPAT Code,Year,CountryName,FuelType,ely,pow,rod,ral,avi,nav,res,foo,srv,mch,irn,nfm,mac,cem,omn,cst,ftr,oen,neu,wav
bgr.mit.enc.nga,2019,Bulgaria,nga,2145.9,656.7,87.4,0,0,0,76.3,101.4,89.7,232,51.7,4.8,44.8,260.3,71.8,24.1,862.8,0.1,135.9,0
bgr.mit.enc.oop,2019,Bulgaria,oop,389.6,77.4,0,0,0,0,0,2,1.1,266.2,0,1.1,0.1,59,0.2,1.9,101.4,0,239.1,0
bgr.mit.enc.gso,2019,Bulgaria,gso,0,0,472.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.die,2019,Bulgaria,die,4.5,1.1,2124.9,10.1,0,0,0.3,126.7,18.8,4.1,0,0.1,4.2,3.9,2.2,24,0,0,0,0
bgr.mit.enc.ker,2019,Bulgaria,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.lpg,2019,Bulgaria,lpg,0,0,438.6,0,0,0,19.4,5.8,10.4,0.7,0.2,0.3,2,1.7,1.6,1.2,0,0,0,0
bgr.mit.enc.jfu,2019,Bulgaria,jfu,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.wnd,2019,Bulgaria,wnd,1317,113.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.sol,2019,Bulgaria,sol,1442.4,124,0,0,0,0,9.9,0,13.6,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.hyd,2019,Bulgaria,hyd,2929.4,251.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.ore,2019,Bulgaria,ore,285.3,57.1,0,0,0,0,1.1,4.8,39.2,0,0,0,0,102.4,0,0,5.9,0,0,0
bgr.mit.enc.nuc,2019,Bulgaria,nuc,16555.3,4317.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.bio,2019,Bulgaria,bio,1545.8,494.8,179.4,0,0,0,710.6,56.7,112.6,12.7,0,0,0.1,2.3,130.8,0.2,5.4,-0.1,0,0
bgr.mit.enc.bgs,2019,Bulgaria,bgs,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.bdi,2019,Bulgaria,bdi,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.obf,2019,Bulgaria,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr.mit.enc.heat,2019,Bulgaria,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.ele,2019,Burkina Faso,ecy,0,0,0,0,0,0,30,3,28,57,0,0,0,0,43,1,0,0,0,0
bfa.mit.enc.coa,2019,Burkina Faso,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.nga,2019,Burkina Faso,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.oop,2019,Burkina Faso,oop,1608,335,0,14,0,0,0,27,0,0,0,0,0,0,2,0,-28,20,0,0
bfa.mit.enc.gso,2019,Burkina Faso,gso,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.die,2019,Burkina Faso,die,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.ker,2019,Burkina Faso,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
bfa.mit.enc.lpg,2019,Burkina Faso,lpg,0,0,0,0,0,0,88,0,22,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.jfu,2019,Burkina Faso,jfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.wnd,2019,Burkina Faso,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.sol,2019,Burkina Faso,sol,60,5.159071367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.hyd,2019,Burkina Faso,hyd,141,12.12381771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.ore,2019,Burkina Faso,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.nuc,2019,Burkina Faso,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.bio,2019,Burkina Faso,bio,52,44,0,0,0,0,1979,0,686,0,0,0,0,0,24,0,511,0,0,0
bfa.mit.enc.bgs,2019,Burkina Faso,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.bdi,2019,Burkina Faso,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.obf,2019,Burkina Faso,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfa.mit.enc.heat,2019,Burkina Faso,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.ele,2019,Burundi,ecy,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,8.1,6.3,0,0
bdi.mit.enc.coa,2019,Burundi,coa,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.nga,2019,Burundi,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0
bdi.mit.enc.oop,2019,Burundi,oop,123,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.4,14.4,0
bdi.mit.enc.gso,2019,Burundi,gso,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.die,2019,Burundi,die,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
bdi.mit.enc.ker,2019,Burundi,ker,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.lpg,2019,Burundi,lpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.jfu,2019,Burundi,jfu,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.wnd,2019,Burundi,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.sol,2019,Burundi,sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.hyd,2019,Burundi,hyd,133,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.ore,2019,Burundi,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.nuc,2019,Burundi,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.bio,2019,Burundi,bio,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,535,11,0,0
bdi.mit.enc.bgs,2019,Burundi,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.bdi,2019,Burundi,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.obf,2019,Burundi,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdi.mit.enc.heat,2019,Burundi,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.ele,2019,Cabo Verde,ecy,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,3.6,3.6,0,0
cpv.mit.enc.coa,2019,Cabo Verde,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.nga,2019,Cabo Verde,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0
cpv.mit.enc.oop,2019,Cabo Verde,oop,300.7,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0
cpv.mit.enc.gso,2019,Cabo Verde,gso,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.die,2019,Cabo Verde,die,68.4,16.2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cpv.mit.enc.ker,2019,Cabo Verde,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.lpg,2019,Cabo Verde,lpg,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.jfu,2019,Cabo Verde,jfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.wnd,2019,Cabo Verde,wnd,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.sol,2019,Cabo Verde,sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.hyd,2019,Cabo Verde,hyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.ore,2019,Cabo Verde,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.nuc,2019,Cabo Verde,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.bio,2019,Cabo Verde,bio,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.bgs,2019,Cabo Verde,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.bdi,2019,Cabo Verde,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.obf,2019,Cabo Verde,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv.mit.enc.heat,2019,Cabo Verde,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.ele,2019,Cambodia,ecy,0,0,0,0,0,0,292.3,0,293,0,0,0,0,0,290.9,0,117.7,2.1,0,0
khm.mit.enc.coa,2019,Cambodia,coa,3734,994,0,0,0,0,0,0,0,0,0,0,0,89.4,16.8,0,18.4,0,0,0
khm.mit.enc.nga,2019,Cambodia,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.oop,2019,Cambodia,oop,704.9,200.7,0,0,0,0,0,0,0,0,0,0,0,0,47.1,0,0,6.4,16.8,0
khm.mit.enc.gso,2019,Cambodia,gso,0,0,677.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.die,2019,Cambodia,die,26.9,7.9,778,189.9,0,50.1,0,0.3,0,0,0,0,0,0,145.6,0,0,235.5,0,0
khm.mit.enc.ker,2019,Cambodia,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.lpg,2019,Cambodia,lpg,0,0,128.1,0,0,0,31.1,0,237.6,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.jfu,2019,Cambodia,jfu,0,0,0,0,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.wnd,2019,Cambodia,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.sol,2019,Cambodia,sol,93.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.hyd,2019,Cambodia,hyd,4025.3,346.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.ore,2019,Cambodia,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.nuc,2019,Cambodia,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.bio,2019,Cambodia,bio,90.7,47.1,0,0,0,0,2026.9,0,0,0,0,0,0,0,1165.2,0,272.9,0,0,0
khm.mit.enc.bgs,2019,Cambodia,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.bdi,2019,Cambodia,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.obf,2019,Cambodia,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khm.mit.enc.heat,2019,Cambodia,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.ele,2019,Cameroon,ecy,0,0,0,0,0,0,118.9,23.7,43.6,55.1,8.3,13.6,0,13.1,80.4,0,155.6,70.7,0,0
cmr.mit.enc.coa,2019,Cameroon,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.nga,2019,Cameroon,nga,2168,594.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0
cmr.mit.enc.oop,2019,Cameroon,oop,315.3,90.4,0,0,0,0,0,0,0,0,0,0,0,4.3,42,0,0.8,0.1,69.7,0
cmr.mit.enc.gso,2019,Cameroon,gso,0,0,473.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.die,2019,Cameroon,die,702.6,201.4,593.6,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0,0
cmr.mit.enc.ker,2019,Cameroon,ker,0,0,0,0,0,0,99.6,0,0,0,0,0,0,0,0,0,0,7.8,0,0
cmr.mit.enc.lpg,2019,Cameroon,lpg,0,0,0,0,0,0,94.2,0,0,0,0,0,0,0,4.3,0,0,34.7,0,0
cmr.mit.enc.jfu,2019,Cameroon,jfu,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.wnd,2019,Cameroon,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.sol,2019,Cameroon,sol,19.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.hyd,2019,Cameroon,hyd,5229.4,449.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.ore,2019,Cameroon,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
cmr.mit.enc.nuc,2019,Cameroon,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.bio,2019,Cameroon,bio,41.4,9.1,0,0,0,0,4676.7,0,1122.4,0,0,0,0,0,39.4,0,1086.9,0.1,0,0
cmr.mit.enc.bgs,2019,Cameroon,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.bdi,2019,Cameroon,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.obf,2019,Cameroon,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr.mit.enc.heat,2019,Cameroon,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.ele,2019,Canada,ecy,0,0,105.9,0,0,0,14813.9,1788.6,12900,3311.2,697.4,552.3,877,179.2,4792.6,0,4807.9,0,0,0
can.mit.enc.coa,2019,Canada,coa,42963,10156.3,0,0,0,0,6,0,0,9.9,1678.6,20.3,0,294.1,251.7,0,1131.8,-0.1,107.1,0
can.mit.enc.nga,2019,Canada,nga,67975,15792.3,50.8,0,0,0,15714.8,3091.8,13766.4,4554.6,1771.1,80.5,722,867.1,4719.7,437.2,47566.5,5.4,2334.8,0
can.mit.enc.oop,2019,Canada,oop,4257.1,1476.8,0,0,0,512.8,0,188.2,12.4,296.7,0,0,0,533,133.4,17.3,5639.2,0.1,14265.7,0
can.mit.enc.gso,2019,Canada,gso,0,0,34764.2,0,0,0,0,1162,373.4,0,0,0,0,0,908.4,0,0,3.7,0,0
can.mit.enc.die,2019,Canada,die,1323.9,295.8,15876.8,2245.6,0,755,1176.2,4112.7,184.1,1106,0,6.4,0,0,307.3,2036,0,4.4,1.8,0
can.mit.enc.ker,2019,Canada,ker,0,0,0,0,0,0,54.4,13.6,368.2,3.1,0,0,0,0,25.1,1,0,0.1,0,0
can.mit.enc.lpg,2019,Canada,lpg,0,0,261,0,0,0,364.9,235,859.8,180.8,0,0,0,0,0,87,0,-0.1,916.1,0
can.mit.enc.jfu,2019,Canada,jfu,0,0,0,0,6935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.wnd,2019,Canada,wnd,32657,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.sol,2019,Canada,sol,4079,350.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0
can.mit.enc.hyd,2019,Canada,hyd,379631,32642.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.ore,2019,Canada,ore,1317,326.3,0,0,0,0,0,0.2,15.2,0,1.4,0,0,155,54.9,0,221.3,4.4,0,0
can.mit.enc.nuc,2019,Canada,nuc,101197,26367.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.bio,2019,Canada,bio,9748,2235.1,2205.2,0,0,0,3270,0,0,0,0,0,0,0,5262,0,0,0,0,0
can.mit.enc.bgs,2019,Canada,bgs,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.bdi,2019,Canada,bdi,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.obf,2019,Canada,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can.mit.enc.heat,2019,Canada,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.ele,2019,Cayman Islands,ecy,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,1.8,12.6,0,0
cym.mit.enc.coa,2019,Cayman Islands,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.nga,2019,Cayman Islands,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,0,0,0
cym.mit.enc.oop,2019,Cayman Islands,oop,146.3,12.4,16,0,0,0,5,0,2,0,0,0,0,0,0,0,3.1,9,4.5,0
cym.mit.enc.gso,2019,Cayman Islands,gso,0,0,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.die,2019,Cayman Islands,die,453.6,38.7,88,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0
cym.mit.enc.ker,2019,Cayman Islands,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.lpg,2019,Cayman Islands,lpg,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.jfu,2019,Cayman Islands,jfu,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.wnd,2019,Cayman Islands,wnd,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.sol,2019,Cayman Islands,sol,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.hyd,2019,Cayman Islands,hyd,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.ore,2019,Cayman Islands,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.nuc,2019,Cayman Islands,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.bio,2019,Cayman Islands,bio,6,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0
cym.mit.enc.bgs,2019,Cayman Islands,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.bdi,2019,Cayman Islands,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.obf,2019,Cayman Islands,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym.mit.enc.heat,2019,Cayman Islands,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.ele,2019,Central African Republic,ecy,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.9,5.4,0,0
caf.mit.enc.coa,2019,Central African Republic,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.nga,2019,Central African Republic,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0
caf.mit.enc.oop,2019,Central African Republic,oop,3.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,11,0,0
caf.mit.enc.gso,2019,Central African Republic,gso,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.die,2019,Central African Republic,die,30.6,7.2,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.ker,2019,Central African Republic,ker,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.lpg,2019,Central African Republic,lpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.jfu,2019,Central African Republic,jfu,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.wnd,2019,Central African Republic,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.sol,2019,Central African Republic,sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.hyd,2019,Central African Republic,hyd,114,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.ore,2019,Central African Republic,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.nuc,2019,Central African Republic,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.bio,2019,Central African Republic,bio,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,45,0,0,0
caf.mit.enc.bgs,2019,Central African Republic,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.bdi,2019,Central African Republic,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.obf,2019,Central African Republic,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caf.mit.enc.heat,2019,Central African Republic,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.ele,2019,Chad,ecy,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1.8,8.1,0,0
tcd.mit.enc.coa,2019,Chad,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.nga,2019,Chad,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0
tcd.mit.enc.oop,2019,Chad,oop,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,13.5,0,0
tcd.mit.enc.gso,2019,Chad,gso,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.die,2019,Chad,die,207,54,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.ker,2019,Chad,ker,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.lpg,2019,Chad,lpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.jfu,2019,Chad,jfu,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.wnd,2019,Chad,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.sol,2019,Chad,sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.hyd,2019,Chad,hyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.ore,2019,Chad,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.nuc,2019,Chad,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.bio,2019,Chad,bio,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,994,132,0,0
tcd.mit.enc.bgs,2019,Chad,bgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.bdi,2019,Chad,bdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.obf,2019,Chad,obf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcd.mit.enc.heat,2019,Chad,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.ele,2019,Channel Islands,ecy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.coa,2019,Channel Islands,coa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.nga,2019,Channel Islands,nga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.oop,2019,Channel Islands,oop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.gso,2019,Channel Islands,gso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.die,2019,Channel Islands,die,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.ker,2019,Channel Islands,ker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.lpg,2019,Channel Islands,lpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.jfu,2019,Channel Islands,jfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.wnd,2019,Channel Islands,wnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.sol,2019,Channel Islands,sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.hyd,2019,Channel Islands,hyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.ore,2019,Channel Islands,ore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.nuc,2019,Channel Islands,nuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi.mit.enc.bio,2019,Channel Islands,bio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
